,description,user_id,screen_name,friends_count,text,created_at,verified,tweet_id,followers_count,location,statuses_count,following,favourites_count,retweet_count,listed_count,date_of_tweet
1886,"Je retweet des trucs, je parle un peu de Jeux vidéo, et, parfois, je suis drôle.",157277423,SaitoGray,580,Damage Control (Fine Brothers Musical Reaction) https://t.co/A0Q3wKq1HU,Sat Jun 19 10:30:16 +0000 2010,False,695012701676949506,190,Internet,16870,580,13091,0,23,Wed Feb 03 22:35:15 +0000 2016
1887,I like tacos and chiminichangas.,48677625,Pepsolman,117,"RT @cbanks420lol: ""PARENTS REACT TO R. BUDD DWYER PRESS CONFERENCE""

-The Fine Brothers",Fri Jun 19 11:11:57 +0000 2009,False,695012626594553856,35,United States,2125,117,96,8,1,Wed Feb 03 22:34:57 +0000 2016
1888,"I like to play video games.Shulk is my main in smash(which I suck at, tbh)and I love Xenoblade. Fan of Mario bros Z. Male, and I don't tweet much.",3568684755,uqure15,550,"RT @MunifiS: The Fine Brothers apologized, hoping to get some subscribers back https://t.co/BBUNeNvdUX",Sun Sep 06 18:20:48 +0000 2015,False,695012406884487175,148,,835,550,6758,778,1,Wed Feb 03 22:34:05 +0000 2016
1889,"An antisocial, wannabe competitive Sm4sh player. I main Greninja and possibly Corrin. Haruna is waifu.",4172624602,Jank_Smash,93,"RT @MunifiS: The Fine Brothers apologized, hoping to get some subscribers back https://t.co/BBUNeNvdUX",Thu Nov 12 16:41:26 +0000 2015,False,695012293772513280,5,"Galway, Ireland",13,93,27,778,0,Wed Feb 03 22:33:38 +0000 2016
1890,Filming your stories of fandom. New video on Tuesdays and Fridays.,79077432,TankNine,276,The Fine Brothers tried to trademark YouTube reaction videos. The backlash changed their minds. https://t.co/jUPniqmQww via voxdotcom,Fri Oct 02 02:57:05 +0000 2009,False,695012102264586240,873,USA,1814,276,36,0,20,Wed Feb 03 22:32:52 +0000 2016
1891,i make a lot of bad decisions lol,925086830,viainfinito,98,my life just consists of watching react videos and hoping the fine brothers don't sue me,Sun Nov 04 10:30:03 +0000 2012,False,695011982672441344,74,,7516,98,968,0,2,Wed Feb 03 22:32:24 +0000 2016
1892,"Sr. tech writer @micnews; Formerly @VentureBeat. My mother always told me I should work in business, now I'm following the money.",242425709,RuthReader,583,RT @CultureStrike: Why the Fine Brothers Are the Biggest Villains on the Internet Right Now by @ruthreader https://t.co/aPppE3DdoV via @Mic…,Mon Jan 24 19:17:22 +0000 2011,False,695011739457449988,2631,find me in the cloud,1232,583,742,1,142,Wed Feb 03 22:31:26 +0000 2016
1893,"We harness power of culture to organize artists, writers & other culture makers to transform public views & fight for equity/full inclusion of migrants.",184090947,CultureStrike,3277,Why the Fine Brothers Are the Biggest Villains on the Internet Right Now by @ruthreader https://t.co/aPppE3DdoV via @MicNews,Sat Aug 28 17:30:05 +0000 2010,False,695011651595055104,7743,Beyond borders,8455,3277,858,1,244,Wed Feb 03 22:31:05 +0000 2016
1894,,549373603,christianvr2,45,"I liked a @YouTube video from @takedownman1 https://t.co/Ga66PYqihG The Fine Brothers, You Done Goofed!",Mon Apr 09 16:51:48 +0000 2012,False,695011481432231936,22,,7345,45,0,0,4,Wed Feb 03 22:30:24 +0000 2016
1895,"I'm just a Small YouTuber, I Post Mainly Multiplayer Gameplays and Full Campaigns and Story Modes. Nothing Special",4013569949,DG_DeathGame,60,I liked a @YouTube video from @theyoungturks https://t.co/AzH6vlcNBT The Fine Brothers Apologize To Their Fans,Thu Oct 22 01:41:16 +0000 2015,False,695010866568261633,25,"Cape Breton, Nova Scotia",155,60,24,0,0,Wed Feb 03 22:27:57 +0000 2016
1896,Connecting the dots on the bigger picture,323880660,Tanzito_,481,I liked a @YouTube video https://t.co/eFceLiZ8U6 We REACT™ to the Fine Brothers,Sat Jun 25 15:59:43 +0000 2011,False,695010546186326016,556,LDN,4647,481,1804,0,1,Wed Feb 03 22:26:41 +0000 2016
1897,,3044793502,MrHamHyson,10,I liked a @YouTube video https://t.co/p92Ib6Pg3j Merry Rants Episode 1: The Fine Brothers,Wed Feb 18 23:32:45 +0000 2015,False,695010220725161986,4,,866,10,3,0,22,Wed Feb 03 22:25:23 +0000 2016
1898,Life is good so go enjoy it and nerd out at the same time,254543850,TychoDickerson,254,"Liked on YouTube: Fine Brothers ""REACT"" Trademark Issue From A Business Perspective https://t.co/7b2IlMvSSZ",Sat Feb 19 14:02:14 +0000 2011,False,695009886044815360,57,"Boston,MA",960,254,67,0,16,Wed Feb 03 22:24:04 +0000 2016
1899,,3044793502,MrHamHyson,10,I liked a @YouTube video https://t.co/F1J0RORJKW THE FINE BROTHERS HAVE RETREATED!,Wed Feb 18 23:32:45 +0000 2015,False,695009852016431104,4,,866,10,3,0,22,Wed Feb 03 22:23:56 +0000 2016
1900,music under the alias of sord,550436298,linsellsmith,427,"RT @itsDanBull: Regarding the Fine Brothers, this looks pretty damning. Ellen showed some old stuff to kids and Fine Bros did this: https:/…",Tue Apr 10 18:53:41 +0000 2012,False,695033682994790400,596,london,8089,427,3031,1098,2,Wed Feb 03 23:58:37 +0000 2016
1901,Personal account for @LocusFOX. I retweet a lot of random stuff… Backup @luke25361_2,2186756408,Luke25361,631,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Sun Nov 10 17:18:25 +0000 2013,False,695033514325057536,808,| 17 | UK |,31762,631,0,3443,19,Wed Feb 03 23:57:57 +0000 2016
1902,Étudiant en infographie | Music addict | Tie a nøøse arøund your mind løøse enøugh tø breathe fine and tie it tø a tree |-/ Skeletøn Clique,489737977,Shadow_Liberty,373,"FINE BROTHERS ENTERTAINMENT ... I mean, is this the name of a private and friendly Youtube channel ? It screams CORPORATION.",Sat Feb 11 20:52:16 +0000 2012,False,695033432158638080,193,Belgium,7425,373,759,0,3,Wed Feb 03 23:57:37 +0000 2016
1903,near Chicago artist animator nerd who tweets garbage.,126759741,Rittsrotts,73,"I just watched ""the fine brothers 3 way"" old youtube video oh my god it was the worst thing ever https://t.co/t3zXzc9hqk please fucking try",Fri Mar 26 22:30:35 +0000 2010,False,695033119397773317,891,thrillinois,4794,73,2855,0,15,Wed Feb 03 23:56:23 +0000 2016
1904,Skype - Chrisje4life,2367916826,iChrisii_,189,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Sun Mar 02 01:09:43 +0000 2014,False,695032726848724992,64,"Rotterdam, Zuid-Holland",2800,189,88,3443,1,Wed Feb 03 23:54:49 +0000 2016
1905,I chose to do comedy instead of going to college. -Bo Burnham,4858188436,GanonForGlory,420,"Whoops, just said ""Don't overREACT"" to my friend and the Fine Brothers deleted my house. #Unsubthefinebros",Thu Jan 28 18:45:35 +0000 2016,False,695032718095179777,193,Hyrule,238,420,78,2,0,Wed Feb 03 23:54:47 +0000 2016
1906,Hi I hate putting effort in things.,1389921512,Slowbrofist,392,The fine brothers were once just two germs they grew with every subscriber but now they are regressing back as they lose them slowly,Mon Apr 29 16:46:30 +0000 2013,False,695032412594688002,766,,31510,392,7422,0,11,Wed Feb 03 23:53:34 +0000 2016
1907,"Mastering Yubel Deck, one card at a time.",1039664588,YubelMastery,20,Do a Reaction to the Devpro List? *Stay back Fine Brothers*: https://t.co/PYwGIfhKJw via @YouTube,Thu Dec 27 13:43:47 +0000 2012,False,695032312392728578,32,,2752,20,0,0,0,Wed Feb 03 23:53:11 +0000 2016
1908,You can call me Jazzy! I spend my life drawing terrible art and crying. Class of 2016. Black and Korean baby,3227973121,mittensleartist,247,"What if all this time, the Fine Brothers were literally hinting at their intentions? They're going to FINE you.",Wed May 27 06:21:26 +0000 2015,False,695032257786961921,113,"San Jose, CA",1683,247,3160,0,2,Wed Feb 03 23:52:57 +0000 2016
1909,Hip hop head,3311810478,USNCDutch,469,RAPPER REACTS TO THE FINE BROTHERS | Dan Bull https://t.co/QK9dOgh1ED via @YouTube,Mon Aug 10 22:24:50 +0000 2015,False,695032243853496325,62,,2429,469,1115,0,3,Wed Feb 03 23:52:54 +0000 2016
1910,'you're about as edgy as a satsuma',833592612,G0th_Detectives,2441,RT @BryOnTour: A woman just fell on the street opposite me and I tried to react but I couldn't because the Fine Brothers weren't there to l…,Wed Sep 19 15:43:13 +0000 2012,False,695032190028111872,2907,-I'm engaged to this girl now-,38399,2441,11168,569,7,Wed Feb 03 23:52:41 +0000 2016
1911,"Hello, so nice to meet you! Please visit us at http://t.co/por4F654, http://t.co/wEwOJI2n and http://t.co/UBqxh1Fv! Thank you!
carolyn & Bootsie",40160595,carolyn660,17353,"RT @MPElliottArt: New painting Dad always said, ""If you get scared, hold my hand"" https://t.co/vFUjezrlm9 #Brothers #NorthernArt #RT https:…",Fri May 15 03:00:22 +0000 2009,False,695031964005302274,18948,Texas,237403,17353,3085,9,753,Wed Feb 03 23:51:47 +0000 2016
1912,"love drawing & videogames, videogame reviewer and self proclaimed mad scientist, Owner of Anime Courtyard
contact: mariosalcedo@animecourtyard.com",22221548,Karmaquarius,460,We REACT™ to the Fine Brothers https://t.co/wyosjx5bok via @YouTube,Sat Feb 28 02:52:35 +0000 2009,False,695031816391041030,376,"Guadalajara, Mexico",12366,460,2357,0,19,Wed Feb 03 23:51:12 +0000 2016
1913,140 characters? Explain myself in 140 characters? Seriously?,147145367,Garythegrump,325,@NicTrades I know it's no consolation but that's a fine age. We had two marmalade brothers that only made just over 10 each. Fond memories.,Sun May 23 09:44:02 +0000 2010,False,695031757180133377,248,"Er, wait, hang on... I know it",9260,325,670,0,4,Wed Feb 03 23:50:58 +0000 2016
1914,"videogames are cool, I guess???",1942235185,saladbound,485,RT @BRAIX3N: End of Fine Brothers #UnsubFineBros https://t.co/7EmXRQ2L24,Sun Oct 06 22:25:45 +0000 2013,False,695031518658445312,763,shadow moses,64492,485,32021,12,25,Wed Feb 03 23:50:01 +0000 2016
1915,Hallowed are the Ori,187970210,Orici_Adria,1376,We REACT™ to the Fine Brothers https://t.co/zIJ214D4J0 via @YouTube #UnSubfinebros,Tue Sep 07 16:22:51 +0000 2010,False,695031259689545728,350,Origin,8137,1376,9733,0,13,Wed Feb 03 23:49:00 +0000 2016
1916,"Digital native, gamer, MUFC fanatic, proud Dad. #CMO @Halfbrick. Formerly @EA_Australia @msau @americanexpress. Member @Reef_Alliance.Tweets are my own",23734816,nicorn7,1850,"Guess its ""fine"" to react to stuff now.... https://t.co/FDShJwJS57",Wed Mar 11 07:23:06 +0000 2009,False,695031074238300161,1467,"Sydney, Australia",11836,1850,490,0,65,Wed Feb 03 23:48:15 +0000 2016
1917,"I specialize in finding reputable, current research. Licensed Paralegal. Twitter http://t.co/t0TfCr5drv",542792728,ktanimara,10411,"RT @MPElliottArt: New painting Dad always said, ""If you get scared, hold my hand"" https://t.co/vFUjezrlm9 #Brothers #NorthernArt #RT https:…",Sun Apr 01 19:26:12 +0000 2012,False,695030939064233986,10746,Canada,104438,10411,52241,9,989,Wed Feb 03 23:47:43 +0000 2016
1918,"Watercolor, Oil, and Pastel Artist specializing in scenes from Colorado and beyond. #landscapeart #fineart #pastelpainting #watercolor #oilpainting #pleinair",2354236884,mbenkeart,1699,"RT @MPElliottArt: New painting Dad always said, ""If you get scared, hold my hand"" https://t.co/vFUjezrlm9 #Brothers #NorthernArt #RT https:…",Fri Feb 21 04:41:36 +0000 2014,False,695030830255570945,1425,"Loveland, CO",2544,1699,691,9,60,Wed Feb 03 23:47:17 +0000 2016
1919,rattpack,1350419426,DiamondSwishers,302,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Sat Apr 13 22:47:34 +0000 2013,False,695030384480747520,403,"konoha, tx",47694,302,22199,3443,1,Wed Feb 03 23:45:31 +0000 2016
1920,Eh,2304077275,HudsonTheNerd,35,"RT @MunifiS: The Fine Brothers apologized, hoping to get some subscribers back https://t.co/BBUNeNvdUX",Wed Jan 22 02:39:13 +0000 2014,False,695030377799352325,4,,58,35,1748,778,0,Wed Feb 03 23:45:29 +0000 2016
1921,"Internet ninja. Pop culture evangelist. Passionate alcohol enthusiast. Tv geek. Hardcore gamer.
 #YouTube",3989088825,ifanReal_Liams,3872,"The Fine Brothers' reaction video controversy, explained... #youtube https://t.co/TVVbSuh85F https://t.co/kqucLOk1Ae",Sun Oct 18 19:24:39 +0000 2015,False,695030188204097536,1285,,3629,3872,387,0,23,Wed Feb 03 23:44:44 +0000 2016
1922,I'm only on here to follow YouTube celebs,18886111,andtherainstops,83,RT @TheRobDyke: It is done. The Fine Bros have given up this shady road. React World is no more. This is a win for everyone. https://t.co/A…,Mon Jan 12 01:03:39 +0000 2009,False,695030159292788736,29,"Perth, Australia",655,83,1703,135,0,Wed Feb 03 23:44:37 +0000 2016
1923,,17965562,derekjd,585,Merlin Reacts to The Fine Brothers https://t.co/jmhLLn3cOl via @YouTube,Mon Dec 08 16:17:35 +0000 2008,False,695030101386387457,113,"42.987715,-78.908658",3948,585,167,0,11,Wed Feb 03 23:44:23 +0000 2016
1924,Amateur photography and art since 1979..ish,445688535,IWscotland,4373,"RT @MPElliottArt: New painting Dad always said, ""If you get scared, hold my hand"" https://t.co/vFUjezrlm9 #Brothers #NorthernArt #RT https:…",Sat Dec 24 18:37:49 +0000 2011,False,695029499113689090,6452,"Ayrshire, Scotland",1266,4373,654,9,187,Wed Feb 03 23:42:00 +0000 2016
1925,,2918988091,TarverTrey,2018,"RT @itsDanBull: Regarding the Fine Brothers, this looks pretty damning. Ellen showed some old stuff to kids and Fine Bros did this: https:/…",Thu Dec 04 20:42:11 +0000 2014,False,695029022653227008,1507,Texas ,6779,2018,5707,1098,4,Wed Feb 03 23:40:06 +0000 2016
1926,check out GCXGaming on YouTube for gaming videos. specialise in FIFA mostly!,2445861525,GCXGaming,134,I liked a @YouTube video https://t.co/IjOJCsWP14 We REACT™ to the Fine Brothers,Sun Mar 30 01:00:43 +0000 2014,False,695028626664878081,64,*Vacation. Yes I'd love one,1996,134,59,0,4,Wed Feb 03 23:38:32 +0000 2016
1927,,547635506,aldoruberto,118,"TYT - 02.02.16: Iowa Caucus, Republican Bashing, The Fine Brothers, and BroApp https://t.co/gCiQZ4vCjr",Sat Apr 07 14:14:12 +0000 2012,False,695028235571060737,285,,1933,118,0,0,7,Wed Feb 03 23:36:59 +0000 2016
1928,Turn around while you still can. You'll regret it.,3293877845,SirGingerale,94,RT @BRAIX3N: End of Fine Brothers #UnsubFineBros https://t.co/7EmXRQ2L24,Fri May 22 10:43:45 +0000 2015,False,695027996684591104,117,Behind the walmart,8519,94,7996,12,4,Wed Feb 03 23:36:02 +0000 2016
1929,"Hey girl, my Tweets are beyond mediocre... So Follow me. Thanks.",532716692,ReAniMorte,202,I liked a @YouTube video from @itsdanbull https://t.co/BqnzljT3kd RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Thu Mar 22 01:23:31 +0000 2012,False,695027920499253248,55,Location: de_dustII,6827,202,28,0,5,Wed Feb 03 23:35:43 +0000 2016
1930,All-purpose otaku and Blu-ray whore. Baka Gaijin Show and Otaku Midnight co-host. Occasional NSFW. 3DS Friend Code: 0318-9160-3343,544698376,CCharmanderK,825,RT @BRAIX3N: End of Fine Brothers #UnsubFineBros https://t.co/7EmXRQ2L24,Wed Apr 04 00:13:12 +0000 2012,False,695027766928912388,593,Anime Hell,71754,825,2369,12,33,Wed Feb 03 23:35:07 +0000 2016
1931,cagethelonewolf youtube and twitch,2175341781,cagethelonewolf,67,if your mad at finebrother just lisone to rapper reacts to the fine brothers dan bull,Sun Nov 10 04:57:28 +0000 2013,False,695027530386911232,27,north carlion /albama,56,67,1,0,0,Wed Feb 03 23:34:10 +0000 2016
1932,,2942956234,Bosspikachu,66,"RT @MunifiS: The Fine Brothers apologized, hoping to get some subscribers back https://t.co/BBUNeNvdUX",Fri Dec 26 23:30:05 +0000 2014,False,695027454373556229,13,,151,66,1,778,0,Wed Feb 03 23:33:52 +0000 2016
1933,"always in my heart, larry stylinson♡",2164027771,Princess5S0S,1834,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Wed Oct 30 03:32:57 +0000 2013,False,695027387570872320,926,Philippines ♡ City of Love,6645,1834,1693,3443,6,Wed Feb 03 23:33:36 +0000 2016
1934,"Freelance writer, blogger, fish keeper, fiction writer, poker player--",59318730,ashtar9,2744,The Daily Bell - Internet In an Uproar Over Trademark Regulation as Fine Brothers Surrender https://t.co/qP2HrUar9P via @sharethis,Thu Jul 23 01:29:10 +0000 2009,False,695027234860470274,2616,"Eureka, CA",3638,2744,2,0,40,Wed Feb 03 23:33:00 +0000 2016
1935,"Owner of Union MC
@UnionNetMC
https://t.co/iEljWyUZ86 || https://t.co/TT3zM8itdX",450991681,AaronL98,372,RT @ClickBaitExpose: @TheLadBible at least his page is not turning into Fine Brothers.,Fri Dec 30 22:30:12 +0000 2011,False,695026640699670528,350,"Scotland, UK",542,372,964,1,0,Wed Feb 03 23:30:38 +0000 2016
1936,"My great, great aunt was the first woman elected to the Canadian House of Commons",1122298272,Donaldcmacphail,237,RT @theregos: Fine Bros are apologizing and retracting all trademarks: https://t.co/Pd8zjTgVyv (Wah wah waaah),Sat Jan 26 15:22:15 +0000 2013,False,695026402878320644,259,Baylor University ,4566,237,2649,2,1,Wed Feb 03 23:29:42 +0000 2016
1937,"mother, wife, domestic engineer, madperson, You Tuber. Proud member of the #KlitznerFamily, #TeamThompson, SupDailyCrew and many fandoms to numerous to mention",590955213,xChuChux911,1226,I liked a @YouTube video https://t.co/HuKXMZzYP6 Damage Control (Fine Brothers Musical Reaction),Sat May 26 12:25:26 +0000 2012,False,695026052968611841,3833,Bristol England,67376,1226,72061,0,20,Wed Feb 03 23:28:18 +0000 2016
1938,,4189140981,TheOneStopShomp,19,RT @DolanDark: NEW VIDEO ON THE FINE BROTHERS IN ABOUT 12 HOURS https://t.co/Vi5wGBnfwU,Sat Nov 14 21:26:42 +0000 2015,False,695025705613160448,1,,60,19,106,42,0,Wed Feb 03 23:26:55 +0000 2016
1939,"We tweet the answers to click bait articles and post football facts, news, jokes etc.",1912560854,ClickBaitExpose,55,@TheLadBible at least his page is not turning into Fine Brothers.,Fri Sep 27 23:16:17 +0000 2013,False,695025443368497152,19054,,3580,55,1998,1,12,Wed Feb 03 23:25:53 +0000 2016
1940,"if you cant fly then run, if you cant run then walk, if you cant walk then crawl, but whatever happend you have to keep going.
Martin Luther king Jr.",1670209345,hassanalaskry,115,I liked a @YouTube video from @peladophobian https://t.co/adRjKbKSdL Fine Brothers are Illuminati,Wed Aug 14 10:44:50 +0000 2013,False,695025376658067456,16,,658,115,0,0,0,Wed Feb 03 23:25:37 +0000 2016
1941,Worm racer 3rd class,1713524263,paulyozz,132,"RT @TheRalphRetort: NEWS HIT: Fine Brothers Channel Still Burning After React Trademark Scandal
https://t.co/f8tiBykdA5

#UnsubFineBros htt…",Fri Aug 30 19:03:51 +0000 2013,False,695024355500277760,65,Home,1294,132,107,65,1,Wed Feb 03 23:21:33 +0000 2016
1942,Our Healing Hug came through the love we found with faith in Jesus Christ. #HealingHug An Internet Ministry.,259436323,thehealinghug,1759,"@itscristabelle Friends w/ @NeverForsakenNJ for a while, what a blessing for U to now be touring w/ these fine brothers &amp; sisters in Christ.",Tue Mar 01 22:34:35 +0000 2011,False,695024271064588289,1672,"Mechanicsburg, PA",11062,1759,3178,0,17,Wed Feb 03 23:21:13 +0000 2016
1943,,2792749508,Hacks4001,2058,RT @TechRaptr: Chain Reaction: The Fine Brothers Saga - https://t.co/Ars9GPScAX | #youtube #react #finebrothers https://t.co/xps3syjpww,Fri Sep 05 23:07:15 +0000 2014,False,695024185576415233,1679,,121358,2058,12580,20,162,Wed Feb 03 23:20:53 +0000 2016
1944,,1594673808,ClaytonjJa,2418,Jason Unruhe Reacts to Fine Brothers Reacting to Copyright https://t.co/f3Beh6yT9m via @YouTube,Mon Jul 15 01:42:29 +0000 2013,False,695023881271140352,901,,46990,2418,8808,0,33,Wed Feb 03 23:19:40 +0000 2016
1945,Belief is a beautiful amour it makes for the heaviest sword  Alhumdu lillah Rabil Alaimeen,293429489,Ansariyya,458,@AbdugheniSabit Reminds me of Abu Bakr Saddiq he ended up fine may Allah strengthen our beloved brothers &amp; sisters in #Xinjiang Ameen,Thu May 05 10:17:29 +0000 2011,False,695023319804878849,1658,,13970,458,6053,1,14,Wed Feb 03 23:17:27 +0000 2016
1946,"Comic book geek, tired student and avid tv watcher. Definitely gay and may enjoy being snarky towards major televised award shows. Sometimes profane maybe?",99514242,alsoMike,767,RT @theregos: Fine Bros are apologizing and retracting all trademarks: https://t.co/Pd8zjTgVyv (Wah wah waaah),Sat Dec 26 14:36:32 +0000 2009,False,695023316466278400,910,Sweden,181299,767,83650,2,74,Wed Feb 03 23:17:26 +0000 2016
1947,#Trademark lawyer with @SmartBiggar. Opinions expressed herein are my own and not to be construed as legal advice.,803660742,TMLitigator,63,"The backlash to the #FineBrothers' attempt to #trademark REACT is their most explosive (&amp; ironic) ""react"" vid ever &gt; https://t.co/cFAlfkc3Th",Wed Sep 05 02:20:12 +0000 2012,False,695023100065398787,79,"Toronto, ON",184,63,14,0,2,Wed Feb 03 23:16:34 +0000 2016
1948,I work at Super Gay™,2692245830,ilymaram,98,P fine brothers will sue me,Wed Jul 30 08:53:39 +0000 2014,False,695023016456028160,529,troyes ass,21688,98,12675,0,5,Wed Feb 03 23:16:14 +0000 2016
1949,still got a hell of a life to live,2398189946,Haley_Marieee2,593,My brothers batting coach is SO fine.,Wed Mar 19 17:13:13 +0000 2014,False,695022437205868544,597,,6520,593,4150,0,2,Wed Feb 03 23:13:56 +0000 2016
1950,,3047350389,OMGSkyFanHD,17,"Fine Brothers Attempt to Trademark and License the word ""react"" - are the fine bros evil and greedy: https://t.co/yemYY5d37O via",Fri Feb 20 17:25:09 +0000 2015,False,695022101145731073,6,,63,17,87,0,0,Wed Feb 03 23:12:36 +0000 2016
1951,"Gamer, YouTuber, Subscribe for the best walkthroughs out there. #TGN partnered: http://t.co/rs4gh289U5",1467321432,GadgetAddictsUK,224,I liked a @YouTube video from @onelinederek https://t.co/kiYqBXwoEZ Thoughts and Things: The Fine Brothers,Wed May 29 13:56:53 +0000 2013,False,695021985357828101,886,,13199,224,4017,1,21,Wed Feb 03 23:12:08 +0000 2016
1952,"Heyoo~ I'm 19, YouTuber, Stand-Up Comedian, and I live in The Internet. I like stuff and other things. It happens. |-/",450612966,RyanMonroy,2052,RT @thefinebros: A message from us. https://t.co/MmR2ngVK1c …,Fri Dec 30 13:01:52 +0000 2011,False,695021476810874880,771,"Corpus Christi, TX",10545,2052,1914,3443,8,Wed Feb 03 23:10:07 +0000 2016
1953,i found the best places to take a nap on campus. journalism major + occasional vlogger. i do content that makes me happy. #simplymitra,30570347,simply_mitra,442,RT @Medium: “The Fine Brothers Controversy Explained” by @hankgreen https://t.co/Nkt9ubgXJN,Sun Apr 12 01:24:11 +0000 2009,False,695020920524541952,469,"sf, ca | reno, nv",15745,442,19720,11,22,Wed Feb 03 23:07:54 +0000 2016
1954,,4645321582,TheUnawareGamer,49,RT @TheGamingLemon: I liked a @YouTube video from @itsdanbull https://t.co/5UBq5tTYwN RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Tue Dec 29 17:33:17 +0000 2015,False,695020861682769920,21,,156,49,347,11,0,Wed Feb 03 23:07:40 +0000 2016
1955,,523812950,ET828,27,Fine Brothers Real time youtube subscriber count live 24 hr stream.: https://t.co/4Ywww8MJPi via @YouTube,Tue Mar 13 23:51:18 +0000 2012,False,695020290921926656,2,,266,27,4,0,1,Wed Feb 03 23:05:24 +0000 2016
1956,Scottish #Brony and fanfiction writer. Irn-Bru addict. #Warcraft and #Fallout4 player. Owner of @IdiotsOfWoW.,23193253,GeodesicDragon,165,"Fine Brothers?

More like Swine Brothers, amirite?",Sat Mar 07 13:48:42 +0000 2009,False,695019910817255425,254,Scotland,10346,165,2105,0,5,Wed Feb 03 23:03:54 +0000 2016
1957,Please end my pathetic life.,4748962637,HeartlockTV,32,RT @DolanDark: NEW VIDEO ON THE FINE BROTHERS IN ABOUT 12 HOURS https://t.co/Vi5wGBnfwU,Fri Jan 08 23:30:03 +0000 2016,False,695019847005134848,4,Hell,135,32,127,42,0,Wed Feb 03 23:03:39 +0000 2016
1958,Maoist Third Worldist journalist who was the first to bring news and commentary to YouTube from the Communist perspective. Proud DPRK supporter.,114960363,MaoistRebelNews,37,Jason Unruhe Reacts to Fine Brothers Reacting to Copyright: https://t.co/isq3VngbXR via @YouTube,Wed Feb 17 04:35:33 +0000 2010,False,695019498953404416,1262,Niagara Falls,6860,37,303,1,30,Wed Feb 03 23:02:16 +0000 2016
1959,"Gamer, Streamer, Bassist, Anarchist. And most importantly, DiPlOmAt",2727140256,caljitsu,171,@TheDrDG2 Thoughts on the fine brothers trying to decieve thousands of content creators?,Tue Aug 12 19:57:14 +0000 2014,False,695019372675534851,43,New Swabia,1139,171,168,0,1,Wed Feb 03 23:01:45 +0000 2016
1960,,1228554272,LoneArmadii,135,The Fine Brothers did what!?: https://t.co/jBqsaAAxHs via @YouTube,Thu Feb 28 22:58:59 +0000 2013,False,695019350265352193,25,Arizona,1230,135,14,0,0,Wed Feb 03 23:01:40 +0000 2016
1961,I love minecraft!  -°○°-,2378519893,SuperTiger1234,838,"I liked a @YouTube video https://t.co/tEAuS2Y27c React World Gate Almost Killed Youtube , Fine Brothers Apologize",Sat Mar 08 10:23:38 +0000 2014,False,695019064960356352,473,"Oldham, England",15933,838,5139,0,10,Wed Feb 03 23:00:32 +0000 2016
1962,play chess),4241039979,viva_movil,6,Fine Brothers abandon 'react' trademark attempt after sparking online outrage https://t.co/wkGNNWJbxE,Sat Nov 21 09:28:37 +0000 2015,False,695018979207811072,33,"Virginia, USA",393,6,0,0,0,Wed Feb 03 23:00:12 +0000 2016
1963,Grey's Anatomy+Days of our lives= LOVE #BePowerful #OneLieOnetruth I watch way too much tv. I'm a vampire. #MusicMatters #MusicIsLife (Embrace our weird self ),27907391,SogniFantasma,798,micdotcom: Here’s why everyone hates the Fine Brothers right now:Benny and Rafi Fine — better known as the... https://t.co/QCDN7RNZDy,Tue Mar 31 16:40:49 +0000 2009,False,695018406735691779,694,Krypton™Solitude♥♥♥,30601,798,4844,0,28,Wed Feb 03 22:57:55 +0000 2016
1964,"I'm a furry, I love art, video games, sports, and general technology.  I'll add furries back, spammers not so much.",345664341,AshitakaWolf,253,I liked a @YouTube video from @theyoungturks https://t.co/vjtXNadecP The Fine Brothers Apologize To Their Fans,Sun Jul 31 00:01:32 +0000 2011,False,695018328318951425,194,"Schofield Barracks, HI",5132,253,105,0,25,Wed Feb 03 22:57:36 +0000 2016
1965,Scoutledare och Civilingenjör.,778522950,MaskinJunior,36,The Fine Brothers Apologize To Their Fans https://t.co/RX4MPNtiPc via @YouTube,Fri Aug 24 16:32:06 +0000 2012,False,695017551949123585,43,,3288,36,122,0,2,Wed Feb 03 22:54:31 +0000 2016
1966,,2924446606,BlindSide513,1808,I liked a @YouTube video https://t.co/ZY9Ywqx94w Merlin Reacts to The Fine Brothers,Tue Dec 16 06:17:46 +0000 2014,False,695017354414182402,1277,,364,1808,30,0,4,Wed Feb 03 22:53:44 +0000 2016
1967,I have no legos.,17006017,McLego,161,"The Fine Brothers' reaction video controversy, explained https://t.co/OuGiZhpwKC via @voxdotcom",Mon Oct 27 20:10:59 +0000 2008,False,695017137883193344,85,Ireland,4479,161,36,0,3,Wed Feb 03 22:52:53 +0000 2016
1968,Nothing Original . Just another soul looking for what others have to say .,1154923831,DonaLimes,11,"The Fine Brothers' reaction video controversy, explained https://t.co/tn9C1hKv56 https://t.co/P1O1UrZgZV",Wed Feb 06 19:48:23 +0000 2013,False,695017130790486016,3191,,32128,11,2,0,73,Wed Feb 03 22:52:51 +0000 2016
